state_name,city_code,city_name
TN,29,"RTO, DHARMAPURI, TN:Tamil Nadu"
TN,29T,"UNIT OFFICE,HARUR,, TN:Tamil Nadu"
TN,29W,"UO, PALACODE, TN:Tamil Nadu"
TN,30,"RTO, (SALEM -WEST), TN:Tamil Nadu"
TN,30W,"UNIT OFFICE,OMALUR,, TN:Tamil Nadu"
TN,31,"RTO, CUDALORE, TN:Tamil Nadu"
TN,31Z,"UNIT OFFICE PANRUTI, TN:Tamil Nadu"
TN,32,"RTO,VILLUPURAM, TN:Tamil Nadu"
TN,33,"RTO,ERODE EAST, TN:Tamil Nadu"
TN,34,"RTO, TIRUCHENCODE, TN:Tamil Nadu"
TN,36,"RTO, COBICHETTIPALAYAM, TN:Tamil Nadu"
TN,36W,"UNIT OFFICE,BHAVANI,, TN:Tamil Nadu"
TN,36Z,"UNIT OFFICE,SATHIAMANGALAM,, TN:Tamil Nadu"
TN,37,"RTO, COIMBATORE (SOUTH), TN:Tamil Nadu"
TN,37Z,"UO, SULUR, TN:Tamil Nadu"
TN,38,"RTO,COIMBATORE (NORTH), TN:Tamil Nadu"
TN,39,"RTO, TIRUPUR (NORTH), TN:Tamil Nadu"
TN,39Z,"UO, AVINASHI, TN:Tamil Nadu"
TN,40,"RTO, METTUPALAYAM, TN:Tamil Nadu"
TN,41,"RTO, POLLACHI, TN:Tamil Nadu"
TN,41W,"UNIT OFFICE, VALPARAI, TN:Tamil Nadu"
TN,42,"RTO, TIRUPUR (SOUTH), TN:Tamil Nadu"
TN,42Y,"UO, KANGAYAM, TN:Tamil Nadu"
TN,43,"RTO, OOTY, TN:Tamil Nadu"
TN,43Z,"UNIT OFFICE, GUDALUR,, TN:Tamil Nadu"
TN,45,"RTO,TIRUCHIRAPPALLI WEST, TN:Tamil Nadu"
TN,45Z,"UNIT OFFICE, MANAPARAI,, TN:Tamil Nadu"
TN,46,"RTO, PERAMBALUR, TN:Tamil Nadu"
TN,47,"RTO, KARUR, TN:Tamil Nadu"
TN,47Y,"UNIT OFFICE, ARAVAKURICHI, TN:Tamil Nadu"
TN,47Z,"UNIT OFFICE, KULITHALAI,, TN:Tamil Nadu"
TN,48,"RTO, SRIRANGAM, TN:Tamil Nadu"
TN,48X,"UNIT OFFICE, LALKUDI, TN:Tamil Nadu"
TN,48Y,"UO, MUSURI, TN:Tamil Nadu"
TN,48Z,"UNIT OFFICE, THURAIYUR,, TN:Tamil Nadu"
TN,49,"RTO,TANJAVUR, TN:Tamil Nadu"
TN,49Y,"UNIT OFFICE, PATTUKOTTAI, TN:Tamil Nadu"
TN,50,"RTO, TIRUVARUR, TN:Tamil Nadu"
TN,50Z,"UNIT OFFICE, MANNARKUDI,, TN:Tamil Nadu"
TN,51,"RTO, NAGAPATTINAM, TN:Tamil Nadu"
TN,52,"RTO, SANGAGIRI, TN:Tamil Nadu"
TN,52Z,"UNIT OFFICE, METTUR,, TN:Tamil Nadu"
TN,54,"RTO,SALEM (EAST), TN:Tamil Nadu"
TN,55,"RTO, PUDUKOTTAI, TN:Tamil Nadu"
TN,55Y,"UNIT OFFICE, ILLUPPUR, TN:Tamil Nadu"
TN,55Z,"UNIT OFFICE, ARANTHANGI,, TN:Tamil Nadu"
TN,56,"RTO, PERUNDURAI, TN:Tamil Nadu"
TN,57,"RTO, DINDIGUL, TN:Tamil Nadu"
TN,57R,"UNIT OFFICE, ODDANCHATRAM, TN:Tamil Nadu"
TN,57V,"UO, VEDASANDUR, TN:Tamil Nadu"
TN,57W,"UO, BATLAGUNDU, TN:Tamil Nadu"
TN,57Z,"UNIT OFFICE, PALANI,, TN:Tamil Nadu"
TN,58,"RTO, MADURAI  (SOUTH), TN:Tamil Nadu"
DL,1,"DY.DIR.ZONAL OFFICE,NORTHZONE,MALL ROAD, DL:Delhi"
DL,10,"DY.DIR.ZONAL OFFICE,NORTH WEST DISTRICT-II,ROHINI, DL:Delhi"
DL,11,"DY.DIR.ZONAL OFFICE,WEST DISTT-II,RAJOURI GARDEN, DL:Delhi"
DL,12,"DY.DIR.ZONAL OFFICE,SOUTH WEST DISTT,VASANT VIHAR, DL:Delhi"
DL,13,"DY.DIR.ZONAL OFFICE,EAST DISTT -II,SURAJMAHALVIHAR, DL:Delhi"
DL,2,"DY.DIR.ZONAL OFFICE,NEW DELHI,TILAK MARG, DL:Delhi"
DL,3,"DY.DIR.ZONAL OFFICE,SOUTH DELHI,SHEIKH SARAI, DL:Delhi"
DL,4,"DY.DIR.ZONAL OFFICE,WEST DELHI,JANAKPURI, DL:Delhi"
DL,5,"DY.DIR.ZONAL OFFICE,DELHI NORTH EAST, LONI ROAD, DL:Delhi"
DL,6,"DY.DIR.ZONAL OFFICE,CENTRAL DELHI,SARAI KALE KHAN, DL:Delhi"
DL,7,"DY.DIR.ZONAL OFFICE,EAST DELHI,MAYUR VIHAR, DL:Delhi"
DL,8,"DY.DIR.ZONAL OFFICE,DELHI NORTH WEST,WAZIRPUR, DL:Delhi"
DL,9,"DY.DIR.ZONAL OFFICE,SOUTH WEST DELHI,JANAKPURI, DL:Delhi"
GA,3,"ASST.D.O.T,MAPUSA, GA:Goa"
GA,4,"ASST.D.O.T,BICHOLIM, GA:Goa"
GA,5,"ASST.D.O.T,PONDA, GA:Goa"
GA,6,"ASST.D.O.T,VASCO, GA:Goa"
GA,7,"ASST.D.O.T,PANAJI, GA:Goa"
GA,8,"ASST.D.O.T,MARGAO, GA:Goa"
GA,9,"ASST.D.O.T,QUEPEM, GA:Goa"
GA,10,"ASST.D.O.T,CANACONA, GA:Goa"
GA,11,"ASST.D.O.T,PERNEM, GA:Goa"
GA,12,"ASST.D.O.T,DHARBANDORA, GA:Goa"
GJ,1,"RTO,AHMEDABAD, GJ:Gujarat"
GJ,2,"RTO,PALAVASANA, GJ:Gujarat"
GJ,3,"RTO,PORBANDAR HIGHWAY, GJ:Gujarat"
GJ,4,"RTO,BHAVNAGAR, GJ:Gujarat"
GJ,5,"RTO,SURAT, GJ:Gujarat"
GJ,6,"RTO,VADODARA, GJ:Gujarat"
GJ,7,"RTO,NADIAD, GJ:Gujarat"
GJ,8,"RTO,BANASKANTHA, GJ:Gujarat"
GJ,9,"RTO,SABARKANTHA, GJ:Gujarat"
GJ,10,"RTO,JAMNAGAR, GJ:Gujarat"
GJ,11,"RTO,JUNAGADH, GJ:Gujarat"
GJ,12,"RTO,BHUJ-KACHCHH, GJ:Gujarat"
GJ,13,"ASST.RTO,SURENDRANGAR, GJ:Gujarat"
GJ,14,"ASST.RTO,AMRELI, GJ:Gujarat"
GJ,15,"RTO,VALSAD, GJ:Gujarat"
GJ,16,"ASST.RTO,BHARUCH, GJ:Gujarat"
GJ,17,"RTO,GODHRA, GJ:Gujarat"
GJ,18,"ASST.RTO,GANDHINAGAR, GJ:Gujarat"
GJ,19,"ASST.RTO,BARDOLI, GJ:Gujarat"
GJ,20,"ASST.RTO,DAHOD, GJ:Gujarat"
GJ,21,"ASST.RTO,NAVSARI, GJ:Gujarat"
GJ,22,"ASST.RTO,NARMADA, GJ:Gujarat"
GJ,23,"ASST.RTO,ANAND, GJ:Gujarat"
GJ,24,"ASST.RTO,PATAN, GJ:Gujarat"
GJ,25,"ASST.RTO,PORBANDAR, GJ:Gujarat"
GJ,26,"ASST.RTO,VYARA, GJ:Gujarat"
GJ,27,"ASST.RTO,AHMEDABAD(EAST), GJ:Gujarat"
GJ,30,"ASST.RTO,AAHWA, GJ:Gujarat"
GJ,31,"RTO ARVALLI (MODASA), GJ:Gujarat"
GJ,32,"RTO GIRSOMNATH (VERAVAL), GJ:Gujarat"
GJ,33,"RTO BOTAD, GJ:Gujarat"
GJ,34,"RTO CHHOTAUDAIPUR, GJ:Gujarat"
GJ,35,"RTO MAHISAGAR (LUNAVADA), GJ:Gujarat"
GJ,36,"RTO MORBI, GJ:Gujarat"
GJ,37,"RTO DEVBHOOMI DWARKA (KHAMBHALIYA), GJ:Gujarat"
GJ,38,"ASST.RTO AHMEDABAD(RURAL),BAVLA, GJ:Gujarat"
HR,1,"RLA, AMBALA, HR:Haryana"
HR,2,"RLA, JAGADHARI, HR:Haryana"
HR,3,"RLA, PANCHKULA, HR:Haryana"
HR,4,"RLA, NARAINGARH, HR:Haryana"
HR,5,"RLA, KARNAL, HR:Haryana"
HR,6,"RLA, PANIPAT, HR:Haryana"
HR,7,"RLA, KURUKSHETRA, HR:Haryana"
HR,8,"RLA,  KAITHAL, HR:Haryana"
HR,9,"RLA, GUHLA, HR:Haryana"
HR,10,"RLA, SONIPAT, HR:Haryana"
HR,11,"RLA, GOHANA, HR:Haryana"
HR,12,"RLA,ROHTAK, HR:Haryana"
HR,13,"RLA, BAHADURGARH, HR:Haryana"
HR,14,"RLA, JHAJJAR, HR:Haryana"
HR,15,"RLA, MEHAM, HR:Haryana"
HR,16,"RLA, BHIWANI, HR:Haryana"
HR,17,"RLA, SIWANI, HR:Haryana"
HR,18,"RLA, LOHARU, HR:Haryana"
HR,19,"RLA, CHARKHI DADRI, HR:Haryana"
HR,20,"RLA, HISAR, HR:Haryana"
HR,21,"RLA, HANSI, HR:Haryana"
HR,22,"RLA, FETEHABAD, HR:Haryana"
HR,23,"RLA, TOHANA, HR:Haryana"
HR,24,"RLA, SIRSA, HR:Haryana"
HR,25,"RLA, DABWALI, HR:Haryana"
HR,26,"RLA, GURGAON, HR:Haryana"
HR,27,"RLA, NUH, HR:Haryana"
HR,28,"RLA, FEROZEPUR ZIRKHA, HR:Haryana"
HR,29,"RLA, BALLABGARH, HR:Haryana"
HR,30,"RLA,  PALWAL, HR:Haryana"
HR,31,"RLA, JIND, HR:Haryana"
HR,32,"RLA, NARWANA, HR:Haryana"
HR,33,"RLA, SAFIDON, HR:Haryana"
HR,34,"RLA, MOHINDERGARH, HR:Haryana"
HR,35,"RLA, NARNAUL, HR:Haryana"
HR,36,"RLA, REWARI, HR:Haryana"
HR,37,"RTA, AMBALA, HR:Haryana"
HR,38,"RTA, FARIDABAD, HR:Haryana"
HR,39,"RTA, HISAR, HR:Haryana"
HR,40,"RLA, ASSANDH, HR:Haryana"
HR,41,"RLA, PEHOWA, HR:Haryana"
HR,42,"RLA, GANAUR, HR:Haryana"
HR,43,"RLA, KOSLI, HR:Haryana"
HR,44,"RLA, ELLENABAD, HR:Haryana"
HR,45,"RTA,KARNAL, HR:Haryana"
HR,46,"RTA,ROHTAK, HR:Haryana"
HR,47,"RTA,REWARI, HR:Haryana"
HR,48,"RLA, TOSHAM, HR:Haryana"
HR,49,"RLA, KALKA, HR:Haryana"
HR,50,"RLA, HODEL, HR:Haryana"
HR,51,"RLA, FARIDABAD, HR:Haryana"
HR,52,"RLA, HATHIN, HR:Haryana"
HR,53,"CANCEL (ADAMPUR), HR:Haryana"
HR,54,"RLA, BARARA, HR:Haryana"
HR,55,"RTA,GURGAON, HR:Haryana"
HR,56,"RTA,JIND, HR:Haryana"
HR,57,"RTA,SIRSA, HR:Haryana"
HR,58,"RTA,YAMUNA NAGAR, HR:Haryana"
HR,59,"RLA, RATIA, HR:Haryana"
HR,60,"RLA, SAMALKHA, HR:Haryana"
HR,61,"RTA,BHIWANI, HR:Haryana"
HR,62,"RTA,FATEHABAD, HR:Haryana"
HR,63,"RTA,JHAJJAR, HR:Haryana"
HR,64,"RTA,KAITHAL, HR:Haryana"
HR,65,"RTA,KURUKSHETRA, HR:Haryana"
HR,66,"RTA,MOHINDERGARH, HR:Haryana"
HR,67,"RTA,PANIPAT, HR:Haryana"
HR,68,"RTA,PANCHKULA, HR:Haryana"
HR,69,"RTA,SONIPAT, HR:Haryana"
HR,70,"STA,HARYANA(HQ), HR:Haryana"
HR,71,"RLA, BILASPUR, HR:Haryana"
HR,72,"RLA, GURGAON(SOUTH), HR:Haryana"
HR,73,"RTA,PALWAL, HR:Haryana"
HR,74,"RTA,MEWAT(NUH), HR:Haryana"
HR,75,"SDO(CIVIL),INDIRI, HR:Haryana"
HR,76,"SDO(CIVIL),PATAUDI, HR:Haryana"
HR,77,"SDO(CIVIL),BERI, HR:Haryana"
HR,78,"RLA,SHAHABAD, HR:Haryana"
HR,79,"RLA,KHARKHONDA, HR:Haryana"
HR,80,"RLA,SDO(CIVIL), BARWALA, HR:Haryana"
HR,81,"RLA, SDO(CIVIL), BAWAL, HR:Haryana"
HR,82,"SDM OFFICE,KANINA, HR:Haryana"
HR,83,"RLA, KALAYAT, HR:Haryana"
HP,3,"RLA,SHIMLA-URBAN, HP:Himachal Pradesh"
HP,6,"RLA,RAMPUR, HP:Himachal Pradesh"
HP,8,"RLA,CHAUPAL, HP:Himachal Pradesh"
HP,9,"RLA,THEOG, HP:Himachal Pradesh"
HP,10,"RLA,ROHRU, HP:Himachal Pradesh"
HP,11,"RLA,ARKI, HP:Himachal Pradesh"
HP,12,"RLA,NALAGARH, HP:Himachal Pradesh"
HP,13,"RLA,KANDAGHAT, HP:Himachal Pradesh"
HP,14,"RLA,SOLAN, HP:Himachal Pradesh"
HP,15,"RLA,PARWANOO, HP:Himachal Pradesh"
HP,16,"RLA,RAJGARH, HP:Himachal Pradesh"
HP,17,"RLA,PONTA SAHIB, HP:Himachal Pradesh"
HP,18,"RLA,NAHAN, HP:Himachal Pradesh"
HP,19,"RLA,AMB, HP:Himachal Pradesh"
HP,20,"RLA,UNA, HP:Himachal Pradesh"
HP,21,"RLA,BARSAR, HP:Himachal Pradesh"
HP,22,"RLA,HAMIRPUR, HP:Himachal Pradesh"
HP,23,"RLA,GHUMARWIN, HP:Himachal Pradesh"
HP,24,"RLA,BILASPUR SADAR, HP:Himachal Pradesh"
HP,25,"RLA,KALPA, HP:Himachal Pradesh"
HP,26,"RLA,NICHAR (BHABANAGAR), HP:Himachal Pradesh"
HP,27,"RLA,POOH, HP:Himachal Pradesh"
HP,28,"RLA,SARKAGHAT, HP:Himachal Pradesh"
HP,29,"RLA,JOGINDERNAGAR, HP:Himachal Pradesh"
HP,30,"RLA,KARSOG, HP:Himachal Pradesh"
HP,31,"RLA,SUNDERNAGAR, HP:Himachal Pradesh"
HP,32,"RLA,GOHAR, HP:Himachal Pradesh"
HP,33,"RLA,MANDI SADAR, HP:Himachal Pradesh"
HP,34,"RLA,KULLU, HP:Himachal Pradesh"
HP,35,"RLA,ANNI, HP:Himachal Pradesh"
HP,36,"RLA,DEHRA, HP:Himachal Pradesh"
HP,37,"RLA,PALAMPUR, HP:Himachal Pradesh"
HP,38,"RLA,NURPUR, HP:Himachal Pradesh"
HP,39,"RLA,DHARAMSALA, HP:Himachal Pradesh"
HP,40,"RLA,KANGRA, HP:Himachal Pradesh"
HP,41,"RLA,KAZA, HP:Himachal Pradesh"
HP,42,"RLA,KEYLONG, HP:Himachal Pradesh"
HP,43,"RLA,UDAIPUR, HP:Himachal Pradesh"
HP,44,"RLA,CHURAH, HP:Himachal Pradesh"
HP,45,"RLA,PANGI, HP:Himachal Pradesh"
HP,46,"RLA,BHARMOUR, HP:Himachal Pradesh"
HP,47,"RLA,DALHOUSIE, HP:Himachal Pradesh"
HP,48,"RLA,CHAMBA, HP:Himachal Pradesh"
HP,49,"RLA,BANJAR, HP:Himachal Pradesh"
HP,51,"RLA,SHIMLA-RURAL, HP:Himachal Pradesh"
HP,53,"RLA,BAIJNATH, HP:Himachal Pradesh"
HP,54,"RLA,JAWALI, HP:Himachal Pradesh"
HP,55,"RLA,NADUAN, HP:Himachal Pradesh"
HP,56,"RLA,JAISINGHPUR, HP:Himachal Pradesh"
HP,57,"RLA,CHOWARI, HP:Himachal Pradesh"
HP,58,"RLA,MANALI, HP:Himachal Pradesh"
HP,62,"RLA,STA SHIMLA, HP:Himachal Pradesh"
HP,63,"RTO,SHIMLA, HP:Himachal Pradesh"
HP,64,"RTO,SOLAN, HP:Himachal Pradesh"
HP,65,"RTO,MANDI, HP:Himachal Pradesh"
HP,66,"RTO,KULLU, HP:Himachal Pradesh"
HP,67,"RTO,HAMIRPUR, HP:Himachal Pradesh"
HP,68,"RTO,KANGRA, HP:Himachal Pradesh"
HP,69,"RTO,BILASPUR, HP:Himachal Pradesh"
HP,71,"RTO,NAHAN, HP:Himachal Pradesh"
HP,72,"RTO,UNA, HP:Himachal Pradesh"
HP,73,"RTO,CHAMBA, HP:Himachal Pradesh"
HP,74,"RLA,BHORANJ, HP:Himachal Pradesh"
HP,76,"RLA,PADDHAR, HP:Himachal Pradesh"
HP,77,"RLA,DODRA KAWAR, HP:Himachal Pradesh"
HP,78,"RLA,BANGANA, HP:Himachal Pradesh"
HP,79,"RLA SANGRAH, HP:Himachal Pradesh"
HP,80,"RLA HAROLI, HP:Himachal Pradesh"
HP,81,"RLA SALOONI, HP:Himachal Pradesh"
HP,82,"RLA MANDI (RURAL), HP:Himachal Pradesh"
HP,83,"RLA JAWALAMUKHI, HP:Himachal Pradesh"
HP,84,"RLA SUJANPUR, HP:Himachal Pradesh"
HP,85,"RLA SHILLAI, HP:Himachal Pradesh"
HP,86,"RLA DHARAMPUR, HP:Himachal Pradesh"
JK,1,"RTO,KASHMIR, JK:Jammu and Kashmir"
JK,2,"RTO,JAMMU, JK:Jammu and Kashmir"
JK,3,"ASST.RTO,ANANTNAG, JK:Jammu and Kashmir"
JK,4,"ASST.RTO,BUDGAM, JK:Jammu and Kashmir"
JK,5,"ASST.RTO,BARAMULLA, JK:Jammu and Kashmir"
JK,6,"ASST.RTO,DODA, JK:Jammu and Kashmir"
JK,7,"ASST.RTO,KARGIL, JK:Jammu and Kashmir"
JK,8,"ASST.RTO,KATHUA, JK:Jammu and Kashmir"
JK,9,"ASST.RTO,KUPWARA, JK:Jammu and Kashmir"
JK,10,"ASST.RTO,LEH, JK:Jammu and Kashmir"
JK,11,"ASST.RTO,RAJOURI, JK:Jammu and Kashmir"
JK,12,"ASST.RTO,POONCH, JK:Jammu and Kashmir"
JK,13,"ASST.RTO,PULWAMA, JK:Jammu and Kashmir"
JK,14,"ASST.RTO,UDHAMPUR, JK:Jammu and Kashmir"
JK,15,"ARTO BANDIPORA, JK:Jammu and Kashmir"
JK,16,"ARTO GANDERBAL, JK:Jammu and Kashmir"
JK,17,"ARTO KISHTWAR, JK:Jammu and Kashmir"
JK,18,"ARTO KULGAM, JK:Jammu and Kashmir"
JK,19,"ARTO RAMBAN, JK:Jammu and Kashmir"
JK,20,"ARTO REASI, JK:Jammu and Kashmir"
JK,21,"ARTO SAMBA, JK:Jammu and Kashmir"
JK,22,"ARTO SHOPIAN, JK:Jammu and Kashmir"
JH,1,"DTO,RANCHI, JH:Jharkhand"
JH,2,"DTO,HAZARIBAG, JH:Jharkhand"
JH,3,"DTO,DALTONGANJ,PALAMU, JH:Jharkhand"
JH,4,"DTO,DUMKA, JH:Jharkhand"
JH,5,"DTO,EAST SINGHBHUM,JAMSHEDPUR, JH:Jharkhand"
JH,6,"DTO,WEST SINGHBHUM,CHAIBASA, JH:Jharkhand"
JH,7,"DTO,GUMLA, JH:Jharkhand"
JH,8,"DTO,LOHARDAGA, JH:Jharkhand"
JH,9,"DTO,BOKARO, JH:Jharkhand"
JH,10,"DTO,DHANBAD, JH:Jharkhand"
JH,11,"DTO,GIRIDIH, JH:Jharkhand"
JH,12,"DTO,KODERMA, JH:Jharkhand"
JH,13,"DTO,CHATRA, JH:Jharkhand"
JH,14,"DTO,GARHWA, JH:Jharkhand"
JH,15,"DTO,DEOGHAR, JH:Jharkhand"
JH,16,"DTO,PAKUR, JH:Jharkhand"
JH,17,"DTO,GODDA, JH:Jharkhand"
JH,18,"DTO,SAHEBGANJ, JH:Jharkhand"
JH,19,"DTO,LATEHAR, JH:Jharkhand"
JH,20,"DTO,SIMDEGA, JH:Jharkhand"
JH,21,"DTO,JAMTARA, JH:Jharkhand"
JH,22,"DTO,SARAIKELA-KHARSAWAN, JH:Jharkhand"
JH,23,"D.T.O. Khunti, JH:Jharkhand"
JH,24,"D.T.O. Ramgarh, JH:Jharkhand"
TN,58Z,"UNIT OFFICE, THIRUMANGALAM,, TN:Tamil Nadu"
TN,59,"RTO,MADURAI   (NORTH), TN:Tamil Nadu"
TN,59V,"UNIT OFFICE, VADIPATTI,, TN:Tamil Nadu"
TN,59W,"UNIT OFFICE, MELUR,, TN:Tamil Nadu"
TN,60,"RTO, PERIYAKULAM, TN:Tamil Nadu"
TN,60Z,"UNIT OFFICE, UTHAMAPALAYAM,, TN:Tamil Nadu"
TN,61,"RTO, ARIYALUR, TN:Tamil Nadu"
TN,63,"RTO, SIVAGANGAI, TN:Tamil Nadu"
TN,63Z,"UNIT OFFICE, KARAIKUDI, TN:Tamil Nadu"
TN,64,"RTO, MADURAI (CENTRAL), TN:Tamil Nadu"
TN,65,"RTO, RAMANATHAPURAM, TN:Tamil Nadu"
TN,65Z,"UNIT OFFICE, PARAMAKUDI,, TN:Tamil Nadu"
TN,66,"RTO,COIMBATORE (CENTRAL), TN:Tamil Nadu"
TN,67,"RTO, VIRUDHUNAGAR, TN:Tamil Nadu"
TN,67W,"UO, ARUPPUKOTTAI, TN:Tamil Nadu"
TN,68,"RTO,KUMBAKONAM, TN:Tamil Nadu"
TN,69,"RTO, TUTICORIN, TN:Tamil Nadu"
TN,69Z,"UNIT OFFICE, KOVILPATTI,, TN:Tamil Nadu"
TN,70,"RTO, HOSUR, TN:Tamil Nadu"
TN,72,"RTO,TIRUNELVELI, TN:Tamil Nadu"
TN,72V,"UNIT OFFICE, VALLIYUR ,, TN:Tamil Nadu"
TN,73,"RTO, RANIPET, TN:Tamil Nadu"
TN,73Z,"UNIT OFFICE, ARAKKONAM,, TN:Tamil Nadu"
TN,74,"RTO, NAGERCOIL, TN:Tamil Nadu"
TN,75,"RTO, MARTHANDAM, TN:Tamil Nadu"
TN,76,"RTO,TENKASI, TN:Tamil Nadu"
TN,76V,"UO, AMBASAMUDURAM, TN:Tamil Nadu"
TN,77,"RTO OFFICE, ATTUR, TN:Tamil Nadu"
TN,77Z,"UO, VALAPADY, TN:Tamil Nadu"
TN,78,"RTO OFFICE, DHARAPURAM,, TN:Tamil Nadu"
TN,78Z,"UO, UDUMALPET, TN:Tamil Nadu"
TN,79,"RTO, SANKARANKOIL,, TN:Tamil Nadu"
TN,81,"RTO, TIRUCHIRAPPALLI EAST, TN:Tamil Nadu"
TN,81Z,"UO, TIRUVERAMBUR, TN:Tamil Nadu"
TN,82,"RTO, MAYILADUTHURAI,, TN:Tamil Nadu"
TN,82Z,"UO, SIRKALI, TN:Tamil Nadu"
TN,83,"RTO,VANIYAMBADI, TN:Tamil Nadu"
TN,83Z,"UO, TIRUPATTUR, TN:Tamil Nadu"
TN,84,"RTO, SRIVILLIPUTHUR,, TN:Tamil Nadu"
TN,84Z,"UO, SIVAKASI, TN:Tamil Nadu"
TN,85,"RTO, KUNDRATHUR, TN:Tamil Nadu"
TN,86,"RTO, ERODE WEST, TN:Tamil Nadu"
TN,88,"RTO, NAMAKKAL- SOUTH, TN:Tamil Nadu"
TN,88Z,"UO, PARAMATHIVELLUR, TN:Tamil Nadu"
TN,90,"RTO, SALEM SOUTH, TN:Tamil Nadu"
TN,91,"The Regional Transport Office, Chidambaram,, TN:Tamil Nadu"
TN,91Y,"The Motor Vehicles Inspector, Unit Office, Neyveli, TN:Tamil Nadu"
TN,91Z,"The Motor Vehicles Inspector,Unit Office,, TN:Tamil Nadu"
TN,92,"The Regional Transport Office, Tiruchendur, TN:Tamil Nadu"
TN,99,"RTO, COIMBATORE WEST, TN:Tamil Nadu"
TS,101,"RTA MANCHERIAL, TS:Telangana"
TS,102,"UNIT OFFICE HUZURABAD, TS:Telangana"
TS,103,"UNIT OFFICE JANGOAN, TS:Telangana"
TS,104,"UNIT OFFICE BHADRACHALAM, TS:Telangana"
TS,105,"UNIT OFFICE BHONGIR, TS:Telangana"
TS,106,"UNIT OFFICE GADWAL, TS:Telangana"
TS,107,"RTA MEDCHAL, TS:Telangana"
TS,108,"RTA IBRAHIMPATNAM, TS:Telangana"
TS,115,"RTA SIDDIPET, TS:Telangana"
TS,116,"UNIT OFFICE ARMOOR, TS:Telangana"
TS,201,"UNIT OFFICE ASIFABAD, TS:Telangana"
TS,202,"UNIT OFFICE JAGITYAL, TS:Telangana"
TS,203,"UNIT OFFICE MAHABUBABAD, TS:Telangana"
TS,204,"UNIT OFFICE KOTHAGUDEM, TS:Telangana"
TS,205,"UNIT OFFICE KODAD, TS:Telangana"
TS,206,"UNIT OFFICE KALWAKURTHY, TS:Telangana"
TS,207,"UNIT OFFICE PARGI, TS:Telangana"
TS,215,"UNIT OFFICE ZAHIRABAD, TS:Telangana"
TS,216,"UNIT OFFICE BHODAN, TS:Telangana"
TS,301,"UNIT OFFICE NIRMAL, TS:Telangana"
TS,302,"UNIT OFFICE PEDDAPALLI, TS:Telangana"
TS,304,"UNIT OFFICE SATTUPALLI, TS:Telangana"
TS,305,"UNIT OFFICE MIRYALAGUDA, TS:Telangana"
TS,306,"UNIT OFFICE PEBBAIR, TS:Telangana"
TS,307,"UNIT OFFICE KUKATPALLY, TS:Telangana"
TS,315,"UNIT OFFICE MEDAK, TS:Telangana"
TS,316,"UNIT OFFICE KAMAREDDY, TS:Telangana"
TS,402,"UNIT OFFICE RAMAGUNDAM, TS:Telangana"
TS,404,"UNIT OFFICE WYRA, TS:Telangana"
TS,405,"UNIT OFFICE SURYAPET, TS:Telangana"
TS,406,"UNIT OFFICE SHADNAGAR, TS:Telangana"
TS,415,"UNIT OFFICE PATANCHERUVU, TS:Telangana"
TS,502,"UNIT OFFICE SIRICILLA, TS:Telangana"
TS,602,"UNIT OFFICE KORUTLA, TS:Telangana"
TR,1,"JTC,AGARTALA, TR:Tripura"
TR,2,"DTO, UNAKOTI KAILASHAHAR, TR:Tripura"
TR,3,"DTO,SOUTH TRIPURA, TR:Tripura"
TR,4,"DTO,DHALAI, TR:Tripura"
TR,5,"DTO, NORTH TRIPURA DHARMANAGAR, TR:Tripura"
TR,6," DTO, TELIAMURA, TR:Tripura"
TR,7," DTO, BISHRAMGANJ, TR:Tripura"
TR,8," DTO, SOUTH TRIPURA, TR:Tripura"
TR,A02,"DTO,KAILASHAHAR-NORTHTRIPURA, TR:Tripura"
TR,B02,"DTO,DHARMANAGAR-NORTHTRIPURA, TR:Tripura"
UA,7,"RTO, DEHRADUN, UA:UA-Uttarakhand"
UK,1,"RTO, ALMORA, UK:Uttarakhand"
UK,2,"SUB RTO, BAGESHWAR, UK:Uttarakhand"
UK,3,"SUB RTO, TANAKPUR,CHAMPAWAT, UK:Uttarakhand"
UK,4,"RTO, HALDWANI,NAINITAL, UK:Uttarakhand"
UK,5,"SUB RTO, PITHORAGARH, UK:Uttarakhand"
UK,6,"SUB RTO, UDHAMSINGH NAGAR, UK:Uttarakhand"
UK,8,"SUB RTO, HARIDWAR, UK:Uttarakhand"
UK,9,"SUB RTO, TEHRI, UK:Uttarakhand"
UK,10,"SUB RTO, UTTARKASHI, UK:Uttarakhand"
UK,11,"SUB RTO, KARANPRAYAG,CHAMOLI, UK:Uttarakhand"
UK,12,"RTO, PAURI, UK:Uttarakhand"
UK,13,"SUB RTO, RUDRAPRAYAG, UK:Uttarakhand"
UK,14,"SUB RTO, RISHIKESH,DEHRADUN, UK:Uttarakhand"
UK,15,"SUB RTO, KOTDWAR,PAURI, UK:Uttarakhand"
UK,17,"ARTO ROORKEE, UK:Uttarakhand"
KL,66,"SRTO,KUTTANADU, KL:Kerala"
KL,67,"SRTO, UZHAVOOR, KL:Kerala"
KL,68,"SRTO, DEVIKULAM, KL:Kerala"
KL,69,"SRTO, UDUMBANCHOLA, KL:Kerala"
KL,70,"SRTO,CHITTUR, KL:Kerala"
KL,71,"SRTO, NILAMBUR, KL:Kerala"
KL,72,"SRTO, MANANTHAVADY, KL:Kerala"
